Sno,Company,calendar_year,OperatingExpenseExItems,NetIncome,PaymentsOfDividends,DPR,DPR0,DDPR,NI0,Ex0,p
508,"Alaska Air Group, Inc.",2008,84100000,-135900000,,0,#N/A,#N/A,#N/A,#N/A,0
509,Albemarle Corp,2008,64333000,213008000,42321000,0.198682679,#N/A,#N/A,#N/A,#N/A,0
510,Alexandria Real Estate Equities Inc,2008,,120097000,121971000,1.015604053,#N/A,#N/A,#N/A,#N/A,0
511,"Alexion Pharmaceuticals, Inc.",2008,,33149000,,0,#N/A,#N/A,#N/A,#N/A,0
512,Align Technology Inc,2008,6231000,79987000,,0,#N/A,#N/A,#N/A,#N/A,0
513,Allergan plc,2008,300000,238400000,,0,#N/A,#N/A,#N/A,#N/A,0
514,Alliance Data Systems Corp,2008,4105000,206402000,,0,#N/A,#N/A,#N/A,#N/A,0
515,Alliant Energy Corp,2008,,306700000,173000000,0.564069123,#N/A,#N/A,#N/A,#N/A,0
516,Allstate Corp,2008,23000000,-1679000000,889000000,-0.529481834,#N/A,#N/A,#N/A,#N/A,0
517,Alphabet Inc.,2008,,4227000000,,0,#N/A,#N/A,#N/A,#N/A,0
518,"Altria Group, Inc.",2008,449000000,4991000000,4428000000,0.887196955,#N/A,#N/A,#N/A,#N/A,0
519,Amazon Com Inc,2008,,645000000,,0,#N/A,#N/A,#N/A,#N/A,0
520,Ameren Corp,2008,14000000,644000000,534000000,0.829192547,#N/A,#N/A,#N/A,#N/A,0
521,American Airlines Group Inc.,2008,1213000000,-2118000000,,0,#N/A,#N/A,#N/A,#N/A,0
522,American Electric Power Co Inc,2008,-255000000,1388000000,669000000,0.481988473,#N/A,#N/A,#N/A,#N/A,0
523,American Express Co,2008,,2699000000,836000000,0.30974435,#N/A,#N/A,#N/A,#N/A,0
524,American International Group Inc,2008,771000000,-1.00387E+11,1628000000,-0.016217239,#N/A,#N/A,#N/A,#N/A,0
525,American Tower Corp /MA/,2008,,347415000,,0,#N/A,#N/A,#N/A,#N/A,0
526,"American Water Works Company, Inc.",2008,750000000,-562421000,64055000,-0.113891551,#N/A,#N/A,#N/A,#N/A,0
527,Ameriprise Financial Inc,2008,,-90000000,143000000,-1.588888889,#N/A,#N/A,#N/A,#N/A,0
528,Amerisourcebergen Corp,2008,17667000,250559000,48674000,0.194261631,#N/A,#N/A,#N/A,#N/A,0
529,Ametek Inc/,2008,,246952000,25685000,0.104008066,#N/A,#N/A,#N/A,#N/A,0
530,Amgen Inc,2008,,4052000000,,0,#N/A,#N/A,#N/A,#N/A,0
531,Amphenol Corp /DE/,2008,,429577000,10617000,0.02471501,#N/A,#N/A,#N/A,#N/A,0
532,Anadarko Petroleum Corp,2008,223000000,3283000000,170000000,0.051781907,#N/A,#N/A,#N/A,#N/A,0
533,Analog Devices Inc,2008,3088000,786284000,222530000,0.283014789,#N/A,#N/A,#N/A,#N/A,0
534,Ansys Inc,2008,0,111671000,,0,#N/A,#N/A,#N/A,#N/A,0
535,"Anthem, Inc.",2008,141400000,2490700000,,0,#N/A,#N/A,#N/A,#N/A,0
536,Aon plc,2008,,1478000000,171000000,0.115696888,#N/A,#N/A,#N/A,#N/A,0
537,Apache Corp,2008,5334000000,712000000,7000000,0.009831461,#N/A,#N/A,#N/A,#N/A,0
538,Apartment Investment & Management Co,2008,113940000,627002000,267501000,0.426635003,#N/A,#N/A,#N/A,#N/A,0
539,Apple Inc,2008,,6119000000,,0,#N/A,#N/A,#N/A,#N/A,0
540,Applied Materials Inc /DE,2008,39948000,960746000,325405000,0.338700343,#N/A,#N/A,#N/A,#N/A,0
1025,Archer Daniels Midland Co,2008,,1688000000,347000000,0.20556872,#N/A,#N/A,#N/A,#N/A,#VALUE!
1026,Arconic Inc.,2008,939000000,147000000,556000000,3.782312925,#N/A,#N/A,#N/A,#N/A,#VALUE!
1027,Assurant Inc,2008,,447796000,63672000,0.142189747,#N/A,#N/A,#N/A,#N/A,#VALUE!
1028,At&T Inc.,2008,,-2364000000,9507000000,-4.021573604,#N/A,#N/A,#N/A,#N/A,#VALUE!
1029,Atmos Energy Corp,2008,0,180331000,117288000,0.650403979,#N/A,#N/A,#N/A,#N/A,#VALUE!
1030,Autodesk Inc,2008,169100000,183600000,,0,#N/A,#N/A,#N/A,#N/A,#VALUE!
1031,Automatic Data Processing Inc,2008,,1332600000,629400000,0.47230977,#N/A,#N/A,#N/A,#N/A,#VALUE!
1032,Autozone Inc,2008,,641606000,,0,#N/A,#N/A,#N/A,#N/A,#VALUE!
1033,Avalonbay Communities Inc,2008,9952000,410746000,279011000,0.679278678,#N/A,#N/A,#N/A,#N/A,#VALUE!
1034,Avery Dennison Corp,2008,,266100000,175000000,0.657647501,#N/A,#N/A,#N/A,#N/A,#VALUE!
1035,BAKER HUGHES a GE Co LLC,2008,62000000,1635000000,173000000,0.105810398,#N/A,#N/A,#N/A,#N/A,#VALUE!
1036,BALL Corp,2008,36700000,319900000,37500000,0.117224133,#N/A,#N/A,#N/A,#N/A,#VALUE!
1037,Bank Of America Corp /DE/,2008,935000000,4008000000,11528000000,2.876247505,#N/A,#N/A,#N/A,#N/A,#VALUE!
1038,Bank of New York Mellon Corp,2008,181000000,1443000000,1129000000,0.782397782,#N/A,#N/A,#N/A,#N/A,#VALUE!
1039,Baxter International Inc,2008,,2025000000,546000000,0.26962963,#N/A,#N/A,#N/A,#N/A,#VALUE!
1040,Bb&T Corp,2008,15000000,1529000000,1019000000,0.666448659,#N/A,#N/A,#N/A,#N/A,#VALUE!
1041,Becton Dickinson & Co,2008,,1126996000,278506000,0.247122439,#N/A,#N/A,#N/A,#N/A,#VALUE!
1042,Berkshire Hathaway Inc,2008,,5596000000,,0,#N/A,#N/A,#N/A,#N/A,#VALUE!
1043,Best Buy Co Inc,2008,144000000,1033000000,223000000,0.215876089,#N/A,#N/A,#N/A,#N/A,#VALUE!
1044,Biogen Inc.,2008,,790107000,,0,#N/A,#N/A,#N/A,#N/A,#VALUE!
1045,BlackRock Inc.,2008,38000000,629000000,419000000,0.666136725,#N/A,#N/A,#N/A,#N/A,#VALUE!
1046,Boeing Co,2008,-4000000,2672000000,1192000000,0.446107784,#N/A,#N/A,#N/A,#N/A,#VALUE!
1047,Booking Holdings Inc.,2008,,185624000,,0,#N/A,#N/A,#N/A,#N/A,#VALUE!
1048,Borgwarner Inc,2008,288300000,-19300000,51100000,-2.647668394,#N/A,#N/A,#N/A,#N/A,#VALUE!
1049,Boston Properties Inc,2008,,130723000,1235767000,9.45332497,#N/A,#N/A,#N/A,#N/A,#VALUE!
1050,Boston Scientific Corp,2008,2868000000,-2036000000,,0,#N/A,#N/A,#N/A,#N/A,#VALUE!
1051,Bristol Myers Squibb Co,2008,-680000000,6243000000,2461000000,0.394201506,#N/A,#N/A,#N/A,#N/A,#VALUE!
1052,"Broadridge Financial Solutions, Inc.",2008,,223300000,37900000,0.169726825,#N/A,#N/A,#N/A,#N/A,#VALUE!
1053,Brown Forman Corp,2008,,435000000,169000000,0.388505747,#N/A,#N/A,#N/A,#N/A,#VALUE!
1054,C H Robinson Worldwide Inc,2008,,359177000,151195000,0.420948446,#N/A,#N/A,#N/A,#N/A,#VALUE!
1055,Cabot Oil & Gas Corp,2008,35700000,211290000,12073000,0.057139477,#N/A,#N/A,#N/A,#N/A,#VALUE!
1056,Cadence Design Systems Inc,2008,1410716000,-1856715000,,0,#N/A,#N/A,#N/A,#N/A,#VALUE!
1057,Campbell Soup Co,2008,175000000,1165000000,329000000,0.282403433,#N/A,#N/A,#N/A,#N/A,#VALUE!
1058,Capital One Financial Corp,2008,134000000,-46000000,568000000,-12.34782609,#N/A,#N/A,#N/A,#N/A,#VALUE!
1059,Cardinal Health Inc,2008,123800000,1151600000,200400000,0.174018757,#N/A,#N/A,#N/A,#N/A,#VALUE!
1060,Carmax Inc,2008,,59213000,,0,#N/A,#N/A,#N/A,#N/A,#VALUE!
1061,Carnival Corp,2008,,2324000000,1261000000,0.542598967,#N/A,#N/A,#N/A,#N/A,#VALUE!
1062,Caterpillar Inc,2008,,3585000000,953000000,0.265829847,#N/A,#N/A,#N/A,#N/A,#VALUE!
1063,"Cbre Group, Inc.",2008,1159406000,-1049741000,,0,#N/A,#N/A,#N/A,#N/A,#VALUE!
1064,Cbs Corp,2008,14318100000,-11673400000,705400000,-0.060427982,#N/A,#N/A,#N/A,#N/A,#VALUE!
1065,Celanese Corp,2008,8000000,280000000,34000000,0.121428571,#N/A,#N/A,#N/A,#N/A,#VALUE!
1066,Celgene Corp /DE/,2008,,-1533653000,,0,#N/A,#N/A,#N/A,#N/A,#VALUE!
1067,Centene Corp,2008,,83497000,,0,#N/A,#N/A,#N/A,#N/A,#VALUE!
1068,Centerpoint Energy Inc,2008,,446000000,246000000,0.551569507,#N/A,#N/A,#N/A,#N/A,#VALUE!
1069,"Centurylink, Inc",2008,,365732000,220266000,0.602260672,#N/A,#N/A,#N/A,#N/A,#VALUE!
1557,Cerner Corp /MO/,2008,,188658000,,0,#N/A,#N/A,#N/A,#N/A,0
1558,"CF Industries Holdings, Inc.",2008,,801500000,22000000,0.027448534,#N/A,#N/A,#N/A,#N/A,0
1559,Chevron Corp,2008,,24031000000,5162000000,0.214805876,#N/A,#N/A,#N/A,#N/A,0
1560,Chipotle Mexican Grill Inc,2008,9339000,78202000,,0,#N/A,#N/A,#N/A,#N/A,0
1561,Chubb Ltd,2008,,1197000000,386000000,0.322472849,#N/A,#N/A,#N/A,#N/A,0
1562,Church & Dwight Co Inc /DE/,2008,0,195182000,23114000,0.118422805,#N/A,#N/A,#N/A,#N/A,0
1563,Cigna Corp,2008,,294000000,14000000,0.047619048,#N/A,#N/A,#N/A,#N/A,0
1564,Cimarex Energy Co,2008,2242921000,-915245000,20040000,-0.021895777,#N/A,#N/A,#N/A,#N/A,0
1565,Cincinnati Financial Corp,2008,,429000000,250000000,0.582750583,#N/A,#N/A,#N/A,#N/A,0
1566,Cintas Corp,2008,59097000,226357000,72207000,0.318996099,#N/A,#N/A,#N/A,#N/A,0
1567,"Cisco Systems, Inc.",2008,,8052000000,,0,#N/A,#N/A,#N/A,#N/A,0
1568,Citigroup Inc,2008,1550000000,-28027000000,7526000000,-0.268526778,#N/A,#N/A,#N/A,#N/A,0
1569,Citrix Systems Inc,2008,0,178276000,,0,#N/A,#N/A,#N/A,#N/A,0
1570,Clorox Co /DE/,2008,19000000,537000000,258000000,0.480446927,#N/A,#N/A,#N/A,#N/A,0
1571,Cme Group Inc.,2008,4800000,715500000,615200000,0.859818309,#N/A,#N/A,#N/A,#N/A,0
1572,Cms Energy Corp,2008,,302000000,93000000,0.30794702,#N/A,#N/A,#N/A,#N/A,0
1573,Coca Cola Co,2008,,5874000000,3521000000,0.599421178,#N/A,#N/A,#N/A,#N/A,0
1574,Cognizant Technology Solutions Corp,2008,,430845000,,0,#N/A,#N/A,#N/A,#N/A,0
1575,Colgate Palmolive Co,2008,,2037000000,889000000,0.436426117,#N/A,#N/A,#N/A,#N/A,0
1576,Comcast Corp,2008,,2525000000,547000000,0.216633663,#N/A,#N/A,#N/A,#N/A,0
1577,Comerica Inc /NEW/,2008,,213000000,395000000,1.854460094,#N/A,#N/A,#N/A,#N/A,0
1578,Conagra Brands Inc.,2008,,979000000,348200000,0.35566905,#N/A,#N/A,#N/A,#N/A,0
1579,Concho Resources Inc,2008,46850000,278702000,,0,#N/A,#N/A,#N/A,#N/A,0
1580,Conocophillips,2008,34625000000,-16279000000,2854000000,-0.175317894,#N/A,#N/A,#N/A,#N/A,0
1581,"Constellation Brands, Inc.",2008,,-301400000,,0,#N/A,#N/A,#N/A,#N/A,0
1582,Cooper Companies Inc,2008,1521000,63956000,2699000,0.042200888,#N/A,#N/A,#N/A,#N/A,0
1583,Corning Inc /NY,2008,19000000,5257000000,313000000,0.059539661,#N/A,#N/A,#N/A,#N/A,0
1584,Costco Wholesale Corp /NEW,2008,,1295000000,265000000,0.204633205,#N/A,#N/A,#N/A,#N/A,0
1585,Crown Castle International Corp,2008,16888000,-48858000,19878000,-0.406852511,#N/A,#N/A,#N/A,#N/A,0
1586,Csx Corp,2008,,1355000000,308000000,0.227306273,#N/A,#N/A,#N/A,#N/A,0
1587,Cummins Inc,2008,37000000,818000000,122000000,0.149144254,#N/A,#N/A,#N/A,#N/A,0
1588,CVS HEALTH Corp,2008,,3212000000,383000000,0.119240349,#N/A,#N/A,#N/A,#N/A,0
1589,Danaher Corp /DE/,2008,,1317631000,38259000,0.029036202,#N/A,#N/A,#N/A,#N/A,0
1590,Darden Restaurants Inc,2008,12000000,372200000,110200000,0.296077378,#N/A,#N/A,#N/A,#N/A,0
1591,Davita Inc.,2008,,421320000,,0,#N/A,#N/A,#N/A,#N/A,0
1592,Deere & Co,2008,,2053700000,448100000,0.218191557,#N/A,#N/A,#N/A,#N/A,0
1593,Delta Air Lines Inc /DE/,2008,8427000000,-8922000000,,0,#N/A,#N/A,#N/A,#N/A,0
1594,DENTSPLY SIRONA Inc.,2008,32355000,283270000,26952000,0.095145974,#N/A,#N/A,#N/A,#N/A,0
1595,Devon Energy Corp/DE,2008,9891000000,-2148000000,289000000,-0.134543762,#N/A,#N/A,#N/A,#N/A,0
1596,"Digital Realty Trust, Inc.",2008,700000,67918000,130040000,1.914661798,#N/A,#N/A,#N/A,#N/A,0
1597,Discover Financial Services,2008,,927750000,116956000,0.126064134,#N/A,#N/A,#N/A,#N/A,0
1598,"Discovery, Inc.",2008,61000000,444000000,,0,#N/A,#N/A,#N/A,#N/A,0
1599,DISH Network CORP,2008,,902947000,0,,,,,#N/A,
2083,Dollar Tree Inc,2008,,229500000,,0,#N/A,#N/A,#N/A,#N/A,0
2084,Dominion Energy Inc /VA/,2008,,1850000000,933000000,0.504324324,#N/A,#N/A,#N/A,#N/A,0
2085,DOVER Corp,2008,,590831000,169071000,0.286157971,#N/A,#N/A,#N/A,#N/A,0
2086,DowDuPont Inc.,2008,1078000000,654000000,1563000000,2.389908257,#N/A,#N/A,#N/A,#N/A,0
2087,Dte Energy Co,2008,-128000000,553000000,344000000,0.622061483,#N/A,#N/A,#N/A,#N/A,0
2088,Duke Energy CORP,2008,85000000,1358000000,1143000000,0.84167894,#N/A,#N/A,#N/A,#N/A,0
2089,Duke Realty Corp,2008,,110408000,354814000,3.213662053,#N/A,#N/A,#N/A,#N/A,0
2090,DXC Technology Co,2008,4000000,1123000000,0,0,#N/A,#N/A,#N/A,#N/A,0
2091,E Trade Financial Corp,2008,29502000,-511790000,,0,#N/A,#N/A,#N/A,#N/A,0
2092,Eastman Chemical Co,2008,22000000,346000000,135000000,0.39017341,#N/A,#N/A,#N/A,#N/A,0
2093,Ebay Inc,2008,49119000,1779474000,,0,#N/A,#N/A,#N/A,#N/A,0
2094,Ecolab Inc.,2008,25900000,448400000,128500000,0.286574487,#N/A,#N/A,#N/A,#N/A,0
2095,Edison International,2008,,1348000000,397000000,0.294510386,#N/A,#N/A,#N/A,#N/A,0
2096,Edwards Lifesciences Corp,2008,25100000,128900000,,0,#N/A,#N/A,#N/A,#N/A,0
2097,Electronic Arts Inc.,2008,469000000,-1088000000,,0,#N/A,#N/A,#N/A,#N/A,0
2098,Emerson Electric Co,2008,,2486000000,940000000,0.378117458,#N/A,#N/A,#N/A,#N/A,0
2099,Entergy Corp /DE/,2008,,1240535000,593070000,0.478075991,#N/A,#N/A,#N/A,#N/A,0
2100,Eog Resources Inc,2008,192859000,2436919000,115204000,0.047274448,#N/A,#N/A,#N/A,#N/A,0
2101,Equifax Inc,2008,,279000000,20500000,0.073476703,#N/A,#N/A,#N/A,#N/A,0
2102,Equinix Inc,2008,3142000,107924000,,0,#N/A,#N/A,#N/A,#N/A,0
2103,Equity Residential,2008,116418000,436413000,536716000,1.229835042,#N/A,#N/A,#N/A,#N/A,0
2104,"Essex Property Trust, Inc.",2008,,84395000,109490000,1.297351739,#N/A,#N/A,#N/A,#N/A,0
2105,Estee Lauder Companies Inc,2008,139900000,226800000,108400000,0.477954145,#N/A,#N/A,#N/A,#N/A,0
2106,Everest Re Group Ltd,2008,,-18758000,118616000,-6.323488645,#N/A,#N/A,#N/A,#N/A,0
2107,"Evergy, Inc.",2008,,178140000,109579000,0.615128551,#N/A,#N/A,#N/A,#N/A,0
2108,EXELON Corp,2008,,2737000000,1335000000,0.487760322,#N/A,#N/A,#N/A,#N/A,0
2109,"Expedia Group, Inc.",2008,2996000000,-2520670000,,0,#N/A,#N/A,#N/A,#N/A,0
2110,Expeditors International Of Washington Inc,2008,,302979000,68103000,0.224777955,#N/A,#N/A,#N/A,#N/A,0
2111,Extra Space Storage Inc.,2008,,43349000,79120000,1.825186279,#N/A,#N/A,#N/A,#N/A,0
2112,Exxon Mobil Corp,2008,,46867000000,8058000000,0.171933343,#N/A,#N/A,#N/A,#N/A,0
2113,F5 Networks Inc,2008,,74331000,,0,#N/A,#N/A,#N/A,#N/A,0
2114,Fastenal Co,2008,167000,279705000,117474000,0.419992492,#N/A,#N/A,#N/A,#N/A,0
2115,Federal Realty Investment Trust,2008,,135153000,146418000,1.083349981,#N/A,#N/A,#N/A,#N/A,0
2116,Fedex Corp,2008,1204000000,98000000,137000000,1.397959184,#N/A,#N/A,#N/A,#N/A,0
2117,"Fidelity National Information Services, Inc.",2008,26000000,219500000,38200000,0.174031891,#N/A,#N/A,#N/A,#N/A,0
2118,Fifth Third Bancorp,2008,965000000,-2113000000,706000000,-0.334122101,#N/A,#N/A,#N/A,#N/A,0
2119,Firstenergy Corp,2008,,1339000000,671000000,0.501120239,#N/A,#N/A,#N/A,#N/A,0
2120,Fiserv Inc,2008,,569000000,,0,#N/A,#N/A,#N/A,#N/A,0
2121,Flir Systems Inc,2008,,200900000,,0,#N/A,#N/A,#N/A,#N/A,0
2122,Flowserve Corp,2008,,445219000,51481000,0.115630735,#N/A,#N/A,#N/A,#N/A,0
2123,Fluor Corp,2008,,748903000,89928000,0.120079636,#N/A,#N/A,#N/A,#N/A,0
2124,Fmc Corp,2008,49600000,321600000,34400000,0.106965174,#N/A,#N/A,#N/A,#N/A,0
2125,"Foot Locker, Inc.",2008,259000000,-80000000,93000000,-1.1625,#N/A,#N/A,#N/A,#N/A,0
2126,Ford Motor Co,2008,,-14824000000,,0,#N/A,#N/A,#N/A,#N/A,0
2607,Franklin Resources Inc,2008,,1599819000,,0,#N/A,#N/A,#N/A,#N/A,0
2608,Freeport-Mcmoran Inc,2008,16965000000,-10450000000,948000000,-0.090717703,#N/A,#N/A,#N/A,#N/A,0
2609,Gallagher Arthur J & Co,2008,,77300000,118500000,1.532988357,#N/A,#N/A,#N/A,#N/A,0
2610,Gap Inc,2008,,967000000,243000000,0.251292658,#N/A,#N/A,#N/A,#N/A,0
2611,Garmin Ltd,2008,,732848000,150251000,0.205023415,#N/A,#N/A,#N/A,#N/A,0
2612,Gartner Inc,2008,,103871000,,0,#N/A,#N/A,#N/A,#N/A,0
2613,General Dynamics Corp,2008,,2459000000,533000000,0.216754778,#N/A,#N/A,#N/A,#N/A,0
2614,General Electric Co,2008,,18051000000,12408000000,0.68738574,#N/A,#N/A,#N/A,#N/A,0
2615,General Mills Inc,2008,-43300000,1313700000,579500000,0.441120499,#N/A,#N/A,#N/A,#N/A,0
2616,Genuine Parts Co,2008,,475417000,251808000,0.529657122,#N/A,#N/A,#N/A,#N/A,0
2617,Gilead Sciences Inc,2008,,1970335000,,0,#N/A,#N/A,#N/A,#N/A,0
2618,Global Payments Inc,2008,,74178000,6417000,0.086508129,#N/A,#N/A,#N/A,#N/A,0
2619,Goodyear Tire & Rubber Co /OH/,2008,184000000,-23000000,,0,#N/A,#N/A,#N/A,#N/A,0
2620,Grainger W W Inc,2008,,475355000,121504000,0.255606862,#N/A,#N/A,#N/A,#N/A,0
2621,H&R Block Inc,2008,,485673000,198685000,0.409092126,#N/A,#N/A,#N/A,#N/A,0
2622,Half Robert International Inc /DE/,2008,,250181000,68608000,0.274233455,#N/A,#N/A,#N/A,#N/A,0
2623,Halliburton Co,2008,-62000000,2215000000,319000000,0.144018059,#N/A,#N/A,#N/A,#N/A,0
2624,Hanesbrands Inc.,2008,50263000,127169000,,0,#N/A,#N/A,#N/A,#N/A,0
2625,Harley Davidson Inc,2008,12475000,654718000,302314000,0.46174689,#N/A,#N/A,#N/A,#N/A,0
2626,Harris Corp /DE/,2008,,-124600000,106600000,-0.855537721,#N/A,#N/A,#N/A,#N/A,0
2627,Hartford Financial Services Group Inc/DE,2008,745000000,-2749000000,660000000,-0.240087304,#N/A,#N/A,#N/A,#N/A,0
2628,Hasbro Inc,2008,,306766000,107065000,0.34901195,#N/A,#N/A,#N/A,#N/A,0
2629,"Hcp, Inc.",2008,18276000,470983000,457643000,0.97167626,#N/A,#N/A,#N/A,#N/A,0
2630,"Helmerich & Payne, Inc.",2008,,461738000,19333000,0.041870065,#N/A,#N/A,#N/A,#N/A,0
2631,Henry Jack & Associates Inc,2008,,103102000,26903000,0.260935772,#N/A,#N/A,#N/A,#N/A,0
2632,Henry Schein Inc,2008,23240000,261374000,,0,#N/A,#N/A,#N/A,#N/A,0
2633,Hershey Co,2008,94801000,311405000,262949000,0.844395562,#N/A,#N/A,#N/A,#N/A,0
2634,Hess Corp,2008,30000000,2357000000,130000000,0.055154858,#N/A,#N/A,#N/A,#N/A,0
2635,HollyFrontier Corp,2008,,126636000,29064000,0.229508197,#N/A,#N/A,#N/A,#N/A,0
2636,Hologic Inc,2008,9283000,-415588000,,0,#N/A,#N/A,#N/A,#N/A,0
2637,Home Depot Inc,2008,,2260000000,1521000000,0.67300885,#N/A,#N/A,#N/A,#N/A,0
2638,Honeywell International Inc,2008,,826000000,811000000,0.981840194,#N/A,#N/A,#N/A,#N/A,0
2639,Hormel Foods Corp /DE/,2008,,288635000,95531000,0.330975107,#N/A,#N/A,#N/A,#N/A,0
2640,Horton D R Inc /DE/,2008,79400000,-2633600000,142000000,-0.053918591,#N/A,#N/A,#N/A,#N/A,0
2641,"Host Hotels & Resorts, Inc.",2008,,414000000,531000000,1.282608696,#N/A,#N/A,#N/A,#N/A,0
2642,Hp Inc,2008,270000000,8329000000,796000000,0.095569696,#N/A,#N/A,#N/A,#N/A,0
2643,Humana Inc,2008,,647154000,,0,#N/A,#N/A,#N/A,#N/A,0
2644,Hunt J B Transport Services Inc,2008,,200593000,50144000,0.249978813,#N/A,#N/A,#N/A,#N/A,0
2645,Huntington Bancshares Inc/MD,2008,0,-113806000,302850000,-2.661107499,#N/A,#N/A,#N/A,#N/A,0
2646,Idexx Laboratories Inc /DE,2008,,116169000,,0,#N/A,#N/A,#N/A,#N/A,0
2647,IHS Markit Ltd.,2008,12089000,99006000,,0,#N/A,#N/A,#N/A,#N/A,0
2648,Illinois Tool Works Inc,2008,1575000,1519003000,598690000,0.39413352,#N/A,#N/A,#N/A,#N/A,0
3131,Illumina Inc,2008,,39416000,,0,#N/A,#N/A,#N/A,#N/A,0
3132,Ingersoll-Rand plc,2008,3710000000,-2604800000,212900000,-0.081733722,#N/A,#N/A,#N/A,#N/A,0
3133,Intel Corp,2008,710000000,5292000000,3100000000,0.585789872,#N/A,#N/A,#N/A,#N/A,0
3134,"Intercontinental Exchange, Inc.",2008,0,300972000,,0,#N/A,#N/A,#N/A,#N/A,0
3135,International Business Machines Corp,2008,,12334000000,2585000000,0.209583266,#N/A,#N/A,#N/A,#N/A,0
3136,International Flavors & Fragrances Inc,2008,18212000,229628000,74865000,0.326027314,#N/A,#N/A,#N/A,#N/A,0
3137,International Paper Co /NEW/,2008,1986000000,-1279000000,428000000,-0.334636435,#N/A,#N/A,#N/A,#N/A,0
3138,"Interpublic Group Of Companies, Inc.",2008,17100000,318000000,27600000,0.086792453,#N/A,#N/A,#N/A,#N/A,0
3139,Intuit Inc,2008,,477000000,,0,#N/A,#N/A,#N/A,#N/A,0
3140,Intuitive Surgical Inc,2008,,204300000,,0,#N/A,#N/A,#N/A,#N/A,0
3141,Invesco Ltd.,2008,,421000000,207100000,0.49192399,#N/A,#N/A,#N/A,#N/A,0
3142,Iron Mountain Inc,2008,7522000,81943000,,0,#N/A,#N/A,#N/A,#N/A,0
3143,J M SMUCKER Co,2008,11720000,265953000,384876000,1.447157956,#N/A,#N/A,#N/A,#N/A,0
3144,Jacobs Engineering Group Inc /DE/,2008,,421299000,,0,#N/A,#N/A,#N/A,#N/A,0
3145,Jefferies Financial Group Inc.,2008,,-2536812000,0,0,#N/A,#N/A,#N/A,#N/A,0
3146,Johnson & Johnson,2008,0,12949000000,5024000000,0.387983628,#N/A,#N/A,#N/A,#N/A,0
3147,Johnson Controls International plc,2008,495000000,1003000000,297000000,0.296111665,#N/A,#N/A,#N/A,#N/A,0
3148,Jpmorgan Chase & Co,2008,,5605000000,5911000000,1.054594112,#N/A,#N/A,#N/A,#N/A,0
3149,Juniper Networks Inc,2008,9000000,511749000,,0,#N/A,#N/A,#N/A,#N/A,0
3150,Kansas City Southern,2008,,182100000,15200000,0.083470621,#N/A,#N/A,#N/A,#N/A,0
3151,Kellogg Co,2008,,1146000000,495000000,0.431937173,#N/A,#N/A,#N/A,#N/A,0
3152,Keycorp /NEW/,2008,469000000,-1460000000,445000000,-0.304794521,#N/A,#N/A,#N/A,#N/A,0
3153,Kimberly Clark Corp,2008,,1829000000,950000000,0.519409513,#N/A,#N/A,#N/A,#N/A,0
3154,Kimco Realty Corp,2008,147529000,276404000,469024000,1.696878482,#N/A,#N/A,#N/A,#N/A,0
3155,"Kinder Morgan, Inc.",2008,4033300000,-3203200000,0,0,#N/A,#N/A,#N/A,#N/A,0
3156,Kla Tencor Corp,2008,446744000,-523368000,102149000,-0.195176243,#N/A,#N/A,#N/A,#N/A,0
3157,KOHLS Corp,2008,,857000000,,0,#N/A,#N/A,#N/A,#N/A,0
3158,Kraft Heinz Co,2008,,937961000,525293000,0.560037144,#N/A,#N/A,#N/A,#N/A,0
3159,Kroger Co,2008,,1250000000,227000000,0.1816,#N/A,#N/A,#N/A,#N/A,0
3160,"L Brands, Inc.",2008,215000000,216000000,201000000,0.930555556,#N/A,#N/A,#N/A,#N/A,0
3161,"L3 Technologies, Inc.",2008,126000000,949000000,147000000,0.154899895,#N/A,#N/A,#N/A,#N/A,0
3162,Laboratory Corp Of America Holdings,2008,-37900000,477800000,,0,#N/A,#N/A,#N/A,#N/A,0
3163,Lam Research Corp,2008,140768000,-302148000,,0,#N/A,#N/A,#N/A,#N/A,0
3164,Leggett & Platt Inc,2008,,109000000,165100000,1.514678899,#N/A,#N/A,#N/A,#N/A,0
3165,Lennar Corp /NEW/,2008,,-1113182000,83487000,-0.074998518,#N/A,#N/A,#N/A,#N/A,0
3166,Lilly Eli & Co,2008,1974000000,-2071900000,2056700000,-0.992663739,#N/A,#N/A,#N/A,#N/A,0
3167,Lincoln National Corp,2008,381000000,57000000,430000000,7.543859649,#N/A,#N/A,#N/A,#N/A,0
3168,Lkq Corp,2008,8589000,99899000,,0,#N/A,#N/A,#N/A,#N/A,0
3169,Lockheed Martin Corp,2008,,3217000000,737000000,0.229095431,#N/A,#N/A,#N/A,#N/A,0
3170,Loews Corp,2008,1173000000,5293000000,219000000,0.041375401,#N/A,#N/A,#N/A,#N/A,0
3171,Lowes Companies Inc,2008,,2195000000,491000000,0.223690205,#N/A,#N/A,#N/A,#N/A,0
3172,M&T Bank Corp,2008,,555887000,308501000,0.554970704,#N/A,#N/A,#N/A,#N/A,0
3173,Macerich Co,2008,,195015000,284871000,1.460764557,#N/A,#N/A,#N/A,#N/A,0
3174,"Macy's, Inc.",2008,5780000000,-4775000000,221000000,-0.046282723,#N/A,#N/A,#N/A,#N/A,0
3656,Nucor Corp,2008,105183000,2144911000,658051000,0.306796413,#N/A,#N/A,#N/A,#N/A,0
